SampleID	CancerType	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA.A6.2680.01A.01R.1410.07	COAD	0.00552265576328749	0.0448455437298556	0.0921272441351875	0.107349591355565	0	0.0768670625923816	0	0.0722650896272517	0.00525421831848346	0	0	0.00339866839703525	0.0915533890478842	0.138198852993019	0.0308782210268787	0.175474693950946	0.0183367553567336	0.00466945605422757	0	0.133258557651264	0	0	0.01	0.221599267250352	0.993494286105261
TCGA.AA.3494.01A.01R.1410.07	COAD	0.0448624383672251	0	0.0656423876838592	0.0627395982872914	0	0.13124613322769	0.0339016076710033	0.0910386571586878	0.0379769432085659	0	0	0.0306506676409478	0	0.0245651236075766	0.0106146091019593	0.31774410355779	0	0.0202699307356281	0	0.0949461932377988	0	0.0338016065139764	0.04	0.168883595648603	1.01455789720915
TCGA.AA.3488.01A.01R.1410.07	COAD	0	0	0.0558326969428473	0.126669105446733	0	0.0245882714356559	0	0.0460851082085377	0.0472904000863109	0	0	0.0502081340648907	0.0466639286353914	0.0673392321848941	0.043748147861649	0.276071332717429	0	0	0	0.178828461343033	0	0.0366751810726294	0.13	0.0840300052189604	1.05855797269307
TCGA.AA.3506.01A.01R.1410.07	COAD	0.0390803566726222	0	0.0397794219294252	0.199244520715321	0	0	0.0019506361511117	0.0662639592704307	0.0771354748627619	0	0.0075475903381897	0	0	0.0960890228848942	0.0468579970392856	0.251763096668928	0.0215017231895069	0	0	0.152786200277523	0	0	0.082	0.116667960396291	1.0414668344571
TCGA.A6.4107.01A.02R.1410.07	COAD	0.0229603913874766	0.0145795755511782	0.0551409193734552	0.0637090268556427	0	0.148579192087775	0	0.0657500234754791	0.116428635233904	0	0.0506063636678616	0	0.0248743379067055	0.0332272653315486	0.0628133534573352	0.192240397266744	0.0433105484547631	0	0	0.10577996995013	0	0	0.078	0.12528897861855	1.03220313497274
TCGA.CK.4951.01A.01R.1410.07	COAD	0.00496327639635861	0	0.000538885334385287	0.0938770688645177	0	0	0.0403142194141294	0.113025800557843	0.0691671335124403	0	0	0.0450731198531538	0.014926658767646	0.117364349423648	0.107362781770894	0.18256388925333	0.00282331812680206	0.00109234453517507	0	0.175820662987367	0	0.0310864912023098	0.13	0.0828253670794726	1.06656059485471
TCGA.A6.2685.01A.01R.1410.07	COAD	0.048796177693158	0	0.0150819155721476	0.108317955124683	0	0.000102030534884416	0	0.106015877061269	0.0540409997090146	0	0	0	0.00661580551550608	0.0031805632230836	0.00796107848737014	0.498037969288843	0.00143658877077945	0.0039487366117079	0	0.126691911032646	0.0084776077687964	0.0112947836061104	0.128	0.0862681223172657	1.06254133794634
TCGA.AZ.4615.01A.01R.1410.07	COAD	0.0328934562756069	0	0.0156705463860432	0.352055062456636	0	0.0155756894068793	0.0419409962542472	0.096928876098243	0.0209859217318068	0	0	0.0593749348785928	0	0.0585858360636516	0.0984608925265481	0.205478234534546	0	0	0.0011010711646213	0.000948482222577832	0	0	0.04	0.167068325226651	1.03679577484442
TCGA.CM.4746.01A.01R.1410.07	COAD	0	0.0207420765051697	0	0.222308273641422	0	0.139383625838674	0	0.0320954270275838	0.113103959768181	0	0	0.0190301550113432	0.0262102961531613	0.17571200564222	0.0323163122585441	0.0571388638055281	0	0.0136915506803403	0	0.148267453667832	0	0	0.258	0.041283857373362	1.09051397370377
TCGA.A6.2681.01A.01R.1410.07	COAD	0.0427757363091406	0	0	0.108688653268654	0	0.0228269301528037	0	0.0509574632917285	0.0458652886901927	0	0	0	0.00161528700265219	0.349567963539869	0.0290514358619673	0.211232187625472	0	0	0	0.13741905425752	0	0	0.088	0.109286022206327	1.07226659268701
TCGA.AZ.4681.01A.01R.1410.07	COAD	0	0.00314398533770814	0.226988567838247	0.0788949572984877	0.0406897415184725	0.0687789349912371	0.10832523755869	0	0	0	0	0.0522132088975073	0.00993840783225263	0.090724530939459	0.0721398411273109	0.21141226248393	0.00299047972536648	0	0.0337598444513316	0	0	0	0.004	0.270617375616738	0.980112897451673
TCGA.CM.4752.01A.01R.1410.07	COAD	0.0889680103336316	0	0.0368585054581432	0.0594732715827449	0	0.101446107865912	0	0.176941678127318	0.0490733540880443	0	0.0184358817513398	0.0113667754563144	0	0.0933081210897369	0.122585827299018	0.20261445321966	0.035358048172262	0	0	0.00356996555587531	0	0	0.046	0.153952903600631	1.02809812309596
TCGA.CM.4750.01A.01R.1410.07	COAD	0.0663075384614835	0.00663670717871673	0.0453540462327506	0.246911231964201	0	0	0.000136874636896839	0.204829959513909	0.0780252770983946	0	0	0.00583768875795853	0.021423763731651	0.112291554867496	0.0755744603961468	0.0556064870351961	0.0154913440058765	0	0	0.0617293420455781	0.00384372407374452	0	0.054	0.143388834383973	1.04135053200059
TCGA.CM.5341.01A.01R.1410.07	COAD	0.0150354291087827	0	0.00338992348234952	0.0293722252498211	0	0.067651289453671	0	0.0628174289321038	0.00809188938881245	0	0	0.0123298936066269	0.00927036148959903	0.0758742535159909	0.0419745686400276	0.401392491059233	0.0485094336616212	0.0291097519974065	0	0.179038330714233	0	0.0161427296997204	0.078	0.123186955279933	1.05216904257128
TCGA.AA.3812.01A.01R.0905.07	COAD	0.00600716248511314	0.0131016205591839	0.00449416130637741	0.00667816992865224	0.000753874844022763	0	0	0.0170611350298576	0.04356428944478	0.00745915078749146	0.0418982585029108	0	0	0.715925913006963	0.0101295544495333	0.0200083967084049	0	0	0	0.112918312946709	0	0	0.1	0.101294960448489	1.16312294610298
TCGA.AA.3667.01A.01R.0905.07	COAD	0.00845959188765727	0.042477033277646	0.0509109584149926	0.0621955114826587	0.0559352290149258	0	0.0977583220869243	0	0.00917555164093654	0	0.11568790486705	0	0.0579813278593925	0.100717672877907	0	0.123278715409181	0.0260683445958993	0	0	0.239057699044205	0	0.0102961375406251	0.044	0.155852955524074	1.03069399232721
TCGA.AA.3715.01A.01R.0905.07	COAD	0.0469727635501958	0.00108226483935293	0.0121523483682327	0.104653349893982	0	0.102155337628942	0.0213726452649911	0.0368122759563362	0.0330069932194445	0	0.0733737029370817	0	0	0.194234468688201	0.0944457923285711	0.134119334828329	0.00222010587867771	0	0	0.112859799606761	0	0.030538817010902	0.13	0.0826314406597728	1.05811118576824
TCGA.AA.3684.01A.02R.0905.07	COAD	0.0723091751153634	0	0.00623181703504136	0.104030911500981	0	0.0876650017179524	0	0.15629171602891	0.107031628702707	0	0.0106714245141029	0.0131859960035919	0.0238572520145807	0.105550455301852	0.0236869520036849	0.205099510879694	0.0216424927355931	0	0	0.0344772643357798	0	0.0282684021101661	0.09	0.107402032655099	1.04685978579844
TCGA.AA.3841.01A.01R.0905.07	COAD	0.0649297696311357	0.0426798410543566	0.0369175505259768	0.16917374031575	0	0.0427327855188198	0.0766553955013048	0.0186937801933765	0.106672505894286	0	0.0255972683302952	0	0.0551979213179901	0.124415161280876	0	0.10412490851594	0.00741588808647154	0	0	0.124793483833421	0	0	0.018	0.208380903835927	0.999732446076311
TCGA.AA.3870.01A.01R.1022.07	COAD	0.0316938107241603	0	0.0214794128296224	0.211811211352565	0	0.0278458973292835	0.0129769935509304	0.0507727350604395	0.0364848871049127	0	0.0171514177693105	0	0	0.0519836215937756	0.050230353231604	0.400038803377295	0.0259505738923038	0	0.00846344750922583	0.0424291262296609	0	0.0106877084449109	0.116	0.0932824980336255	1.05144273318421
TCGA.AA.A010.01A.01R.A089.07	COAD	0.0731009730675604	0	0.0861054726019106	0.146844249942804	0	0.0266411184553563	0.00824809878315179	0.0989236654088796	0.0571839685594965	0	0	0.0377042955433602	0.00401798553813141	0.0773991502508076	0.090089072767554	0.221083997258372	0	0	0	0.0726579518226153	0	0	0.01	0.22706163789161	0.994053972849613
TCGA.A6.2679.01A.02R.1410.07	COAD	0	0.0640970112913214	0.0886950667845239	0.240195628329699	0	0.0153788890678385	0	0.168114114484554	0.143430034593935	0	0	0.0758516900448089	0.0139241391122148	0.0936558867942036	0.0291270381547105	0.0557140660794896	0	0.000100075214993936	0	0.0117163600477068	0	0	0.018	0.208482788252396	1.02436976288004
TCGA.A6.2684.01A.01R.1410.07	COAD	0	0.0187875134803153	0.0154931433803362	0.0900954787048675	0	0.071376533003578	0	0.0811824598483969	0.0824347046667474	0	0.0276875009304741	0	0.0546468964998498	0.14604860257691	0.0538896295736271	0.264607885620526	0.0308793958625015	0	0	0.0628702558518706	0	0	0.156	0.0700425036943516	1.05835889075131
TCGA.AA.A00O.01A.02R.A089.07	COAD	0.0105817386696163	0	0.0199638501004529	0.0696697078712468	0	0.0807325292674575	0	0.104167548438482	0.0594889027148314	0	0.0577478175073317	0	0	0.275515616682358	0.052928305174237	0.2167415329692	0	0	0	0.0524624506047877	0	0	0.072	0.128240334949167	1.046597514344
TCGA.AZ.4313.01A.01R.1410.07	COAD	0.0359601133215854	0	0.0340326971879287	0.161879183209541	0	0.191295831128512	0	0.0879938339109196	0.0228061316654061	0	0.0196971826353157	0	0.0111121541978353	0.254768551089018	0.0274609361890157	0.0252768273586782	0	0	0	0.127716558106244	0	0	0.142	0.0750648501703263	1.07280479915875
TCGA.AZ.4684.01A.01R.1410.07	COAD	0.0269001959184859	0	0.0354679048396654	0.0754871247588588	0	0.207282751738485	0	0.0653107792314073	0.0778077985870697	0	0.0264091779645395	0	0.0276663804897534	0.0746354758709874	0.029581389011758	0.181366979931511	0.00799508026120534	0.0264785809494988	0	0.124348881681326	0	0.0132614987654481	0.136	0.0802311462953294	1.05309569170325
TCGA.CM.4747.01A.01R.1410.07	COAD	0.0635323007140986	0	0.00236791516322174	0.0767450323900289	0	0.0320469295937083	0	0.125645430754839	0.123254076546099	0	0	0	0	0.299329001582133	0.0152137481555537	0.149256647501171	0	0	0	0.112608917599146	0	0	0.13	0.0827685137953879	1.07120120121861
TCGA.AA.A01V.01A.23R.A083.07	COAD	0.0514022538671575	0	0.0456166703650834	0.130385780965891	0	0.0899272969969523	0.0225983352563391	0.23213097309545	0.178296596378564	0	0.00985590326624398	0	0	0	0.0244418726578788	0.133095684024845	0	0.00744050770646062	0	0.0748081254191333	0	0	0.078	0.122440301355915	1.06618282143173
TCGA.A6.2682.01A.01R.1410.07	COAD	0.0098081774859242	0.00487095694466664	0.0336565643911865	0.00925599413761689	0.0669678031002294	0	0.0496412239913295	0.00112271170367615	0.0100140363196682	0.0112837618885139	0.0574961393957594	0	0	0.330741726345867	0	0.0521790420556544	0.00451904941624695	0	0	0.32823890857442	0	0.0302039042492419	0.186	0.0572072783232412	1.1263244998595
TCGA.AA.3678.01A.01R.0905.07	COAD	0.00871918482318926	0.0251339846172475	0.0609899156814901	0.0530398994486026	0	0.181501857058191	0.0365779803471825	0.0467377122852012	0.0550277275332941	0	0.116446879089479	0	0.0383805558133449	0.0415367727031637	0.03162022260171	0.145228239311679	0	0.0370747332230024	0	0.10833047113006	0	0.0136538643331617	0.0600000000000001	0.133652669034069	1.02870685374457
TCGA.AA.3688.01A.01R.0905.07	COAD	0.00350383273414892	0.0162421031478637	0.0945494757956335	0.126059681064766	0	0.0737313213628304	0.0255604647334091	0.0346469089833085	0.0938646780086886	0	0.00565486538439887	0	0.0323210473744535	0.098374869829603	0.052810445157232	0.240347431785895	0.0265029990952888	0	0	0.0758298755424805	0	0	0.034	0.180157618722731	1.00939838704639
TCGA.AA.3814.01A.01R.0905.07	COAD	0.0307824520778702	0	0.0296860495820083	0.117452299411686	0	0.137103425476297	0.0134752705132259	0.0776973385165583	0.0470555944085235	0	0	0	0.0271325440038955	0.0438118518750843	0.0655273391057515	0.237451466795796	0.0586826047501024	0	0	0.0958681713189816	0	0.0182735921642195	0.116	0.0930892611098725	1.04363836702388
TCGA.AA.3818.01A.01R.0905.07	COAD	0	0.0517057004352393	0.0148730404659829	0.244664699078944	0	0.0289474498118004	0	0.129948267127118	0.0104512926030693	0	0	0.0433576385806949	0	0.0544900062169521	0.0616395513494894	0.324950951116683	0.00169635379066553	0.0039304659197673	0	0.0271979046721638	0	0.00214667883143039	0.102	0.0997026686295998	1.0537351849692
TCGA.AA.3852.01A.01R.0905.07	COAD	0.000830766764094726	0.0325322948004049	0.0170891124414905	0.107315671354231	0	0.138878179452238	0	0.0695680904827512	0.0855258263949515	0	0.0192771575875478	0	0.0203186654283356	0.121175114680117	0.0146202664564353	0.262364964723782	0.00555816290134427	0.00588746514004996	0	0.0571401283717433	0.0208764262645352	0.0210417067559483	0.156	0.0706641213310386	1.0588517174854
TCGA.AA.3854.01A.01R.0905.07	COAD	0.0518353504108997	0	0.0562644967124626	0.0452227182012027	0	0.271656250267356	0	0.0145143577079007	0.0292621783667005	0	0.00722340375431239	0.00951447078211529	0.0113021276573059	0	0.0191565979755014	0.325223461800739	0.000967148646740161	0.00780674421947661	0	0.136745179437218	0	0.0133055140600692	0.046	0.153669575329256	1.02375084800752
TCGA.AA.A02W.01A.01R.A00A.07	COAD	0.0798071140655316	0	0.102665309956927	0.162555663147379	0	0.113395922240062	0	0.106093674031277	0.00886692074355609	0	0	0.0952983704415482	0.011565223567879	0.0375361769413435	0.0818489922273656	0.135513173128701	0.0248411351743489	0	0.0400123243340809	0	0	0	0.00800000000000001	0.241769056612263	0.992105750804372
TCGA.AA.A017.01A.01R.A00A.07	COAD	0.0385095707531138	0	0.131418625832644	0.123386035112028	0	0.113529413994436	0	0.080725454852106	0.0473980244359299	0	0	0.0859884669343597	0.0159920055243524	0.102945755953218	0.0168235662518082	0.143186893874724	0	0.0198988754498037	0	0.0477312094725502	0	0.0324661015589268	0.01	0.237755313021568	0.99184565430241
TCGA.AA.3693.01A.01R.0905.07	COAD	0.0142860719068903	0	0.0386863230549927	0.103341085550219	0	0.213877360256867	0.0282419896165593	0.01307262929714	0	0	0.045556479314872	0	0.0139744709749597	0.0692577921608216	0.0297400205968352	0.303525571299179	0.0595699971112315	0.00489076804234229	0.0117624187648647	0.0435303986099852	0.00668662344223954	0	0.102	0.0997275710944262	1.04163690080609
TCGA.AA.3692.01A.01R.0905.07	COAD	0.0185662320018321	0	0.0210114341780866	0.0354242781494941	0	0.144087612913037	0.00599212526698312	0.0497473876386919	0.0397336715914874	0	0.00484155808703145	0.00159886903056515	0	0.152223306617463	0.0187889199724364	0.214613791612801	0.0111043088097611	0	0	0.21594597255322	0.0498209420547087	0.0164995895224018	0.128	0.0862338153378664	1.06342516642883
TCGA.AA.3819.01A.01R.0905.07	COAD	0.0531778870314764	0.0156870952944135	0.0512371058056322	0.0757714102844875	0	0.162512970911817	0	0.0405841076070695	0.0414602918731112	0	0	0	0.0154323171988788	0	0	0.260355626625799	0.0367307562692879	0.0400503895336835	0	0.173717359199641	0	0.0332826823647035	0.04	0.161958083548248	1.01783323866771
TCGA.AA.3831.01A.01R.0905.07	COAD	0	0.00580988287839246	0.0894808490518006	0.0909960495936406	0	0.280404800547503	0	0.0655244629908469	0.0709728410670749	0	0.00860211847912397	0.00198287323130567	0.0193653389639906	0	0.0379871488359732	0.22559187956297	0.0303038497782732	0	0	0.0648116184708376	0.00240468541155676	0.00576160113671051	0.056	0.139873080350088	1.03363125042678
TCGA.AA.3856.01A.01R.0905.07	COAD	0.0090287928120878	0.0256983562435012	0.0410132710973116	0.109922992443932	0	0.087651443763324	0	0.0738871576159037	0.118516905542633	0	0	0.0441990158110903	0.0119686485696506	0.0793050467628168	0.0700799771036707	0.244212701295545	0.043977213566877	0	0.0405384773716559	0	0	0	0.086	0.110016512126083	1.03955206012598
TCGA.AA.3679.01A.02R.0905.07	COAD	0	0.0168986083465075	0.0941514927145827	0.0560637369801024	0	0.148949784565744	0	0.0372599593604044	0.0689412626304291	0	0.0949936118098291	0	0.00690918072323736	0.147287176638969	0.0561439777955584	0.226833007324909	0	0	0	0.0309585204374275	0.00730146629132249	0.0073082143809772	0.042	0.160458950913192	1.02067713805884
TCGA.AA.3552.01A.01R.0821.07	COAD	0.141372840534419	0	0.221568819514506	0.0850168165993773	0	0.0839327851906747	0	0.071421486799953	0.0611219620755851	0	0	0.0344401513512294	0.0162760798917832	0.01729542509233	0.0460514511737562	0.174136853971063	0.0320483103437369	0	0.0153170174615857	0	0	0	0.002	0.419125901263248	0.911819744567865
TCGA.AA.3860.01A.02R.0905.07	COAD	0.0429370777985943	0	0.0432455174852043	0.067390600303985	0	0.260875739311474	0	0.104201034308902	0.0210679306981054	0	0.0409970780928575	0	0	0.0751908658339669	0.0744871467601214	0.179784999546906	0	0	0	0.0848762845434799	0	0.00494572531640268	0.086	0.110935204848787	1.04492241919237
TCGA.AA.3966.01A.01R.1113.07	COAD	0.0275528507700154	0	0.00949515880304232	0.0795577994572822	0	0.0404648943410032	0.033620935686855	0.0502051816598668	0.0159497119701944	0	0.0132667996617713	0	0.00874453527897372	0.289623975690568	0.0135049108746888	0.171403525421885	0	0.0109723097309227	0	0.200026986883462	0.0106085510894742	0.0250018726799953	0.114	0.0944882621775451	1.07326683885298
TCGA.AA.3994.01A.01R.1113.07	COAD	0.0220071380767639	0	0.0148467928577279	0.0979136795444504	0	0.22076308494742	0.000618801099093085	0.0271504584240527	0.0306553033534469	0	0.0482676264453681	0	0.0244077929805608	0.0694042166868043	0.0142486471211122	0.316871718858357	0.00179266802552384	0	0	0.0823287567286101	0.0198514784779231	0.00887183637278552	0.138	0.0777879567277163	1.0563404161409
TCGA.AY.4070.01A.01R.1113.07	COAD	0.0417309058169744	0.000987345178716985	0.107235019681696	0.140449765929127	0	0.206421149423512	0	0.2203390997979	0.0853772912211657	0	0	0.0122900490497607	0.014638287047774	0.027195601875552	0.0349827602724268	0.0666251407308334	0.00216351221240784	0.0153337914570118	0	0.0242302803051414	0	0	0.036	0.176717291492462	1.04385654672422
TCGA.AY.4071.01A.01R.1113.07	COAD	0.0467137561004375	0	0.0415343487405558	0.128323153279897	0	0.214996499681114	0	0.10536288483688	0.0899768597751051	0	0.0222068472122397	0	0.00957239115862922	0.020952279295347	0.0567027692513521	0.183015390413442	0.0228989668871738	0	0	0.057743853367826	0	0	0.086	0.110602015854862	1.05078426871706
TCGA.AA.3672.01A.01R.0905.07	COAD	0.0373418008098575	0	0.0272305955680155	0.255400880530236	0	0	0.0725998205707656	0.0927199762394169	0.0484309489991979	0	0.06806422903666	0.00136390634193816	0.0319852661127771	0.0155177498980557	0.0826997564694985	0.122452955346056	0.0178742640793634	0	0	0.124813993888509	0	0.0015038561096528	0.08	0.120511592424306	1.04503874152305
TCGA.AA.3848.01A.01R.0905.07	COAD	0.0196729333098906	0.0289001181078811	0.100782473514507	0.148749937401623	0	0.0968546915588966	0.0307677688787204	0.0184387477826834	0.0711841355842381	0	0.0600861005313775	0.0723718734594723	0.0628998435492802	0.157998905713805	0.0154830721891889	0.083968117814359	0.0185589489042789	0	0.00442524296632886	0.00803371175938098	0.000823376974088391	0	0.018	0.208339641038537	1.00552780285805
TCGA.AA.A01Z.01A.11R.A083.07	COAD	0.0471949341863713	0	0.123971847422863	0.175036078136603	0	0	0	0.254059896863542	0	0	0.0200586025355403	0	0.0113381368167137	0.0230426323094255	0.00786452655178833	0.142122235616356	0	0.000840153175833657	0	0.194470956384964	0	0	0.054	0.145844896433379	1.04265643091941
TCGA.AA.A01P.01A.21R.A083.07	COAD	0.035685070334678	0	0.0625713208884957	0.217977020481787	0	0	0.0957969023774338	0.0956879570900027	0.0352013183052366	0	0	0.0957694045224771	0.00677271601901209	0.0642295905648907	0.0911944237993985	0.171368699265955	0	0	0	0.0172047536472091	0	0.0105408227034239	0.056	0.142107127921826	1.03707417281477
TCGA.AZ.4315.01A.01R.1410.07	COAD	0.0010744577550869	0.0197782984097714	0.030545898146488	0.141261593811282	0	0	0	0.144164195021834	0.014331333932851	0	0	0.0336309100218708	0.0138930164017401	0.050477471878947	0.155464486196604	0.274375507315079	0.0256918154429956	0	0	0.0953110156654508	0	0	0.136	0.079581994278917	1.06449137743331
TCGA.AA.3492.01A.01R.1410.07	COAD	0.0314603835087366	0	0.0124354199584787	0.131453633748299	0	0	0.0507629829075903	0.0409407353399301	0.0223009421882555	0	0	0.0849297230751574	0	0.0830127486439816	0.0818520594557053	0.278773259634271	0.00137164435357202	0	0	0.163966377357828	0	0.0167400898281937	0.14	0.0765927124863082	1.06945511704677
TCGA.AA.3502.01A.01R.1410.07	COAD	0.00590477739346345	0.00227411362727641	0.0551337842666581	0.172559552975932	0	0.154368983861633	0	0.0754494416881682	0.0595769374525941	0	0	0	0.0188661172334039	0	0.0162891487703029	0.271588448846291	0.00859423242019044	0.000354175545146024	0	0.15904028591894	0	0	0.102	0.0996796589586399	1.05226790514264
TCGA.AA.A01X.01A.21R.A083.07	COAD	0.306369239939751	0	0.00258863420376568	0.216793425798248	0	0.15088187139527	0	0.00648508112029458	0	0	0	0.0024865994362777	0.0336495847778794	0.11398492456521	0.0162852143753424	0.0715597149548481	0	0.0494139009429244	0	0.0295018084901886	0	0	0.00600000000000001	0.266474375143103	0.987516850666803
TCGA.AA.3495.01A.01R.1410.07	COAD	0.0634375348623006	0	0.174898992380496	0.0955318203776602	0	0.0828213004160595	0	0.0808818837673512	0.0470493110713476	0	0.00931707230719919	0.000649479006578306	0.00201950536613202	0.0499677999192436	0.0383378015581119	0.230034081675166	0	0.0169649382050264	0	0.0917799100351157	0	0.0163085690522123	0.002	0.325110142851045	0.95253525046228
TCGA.AA.A01R.01A.21R.A083.07	COAD	0.0150497901712513	0.02514340209555	0	0.232458054449917	0	0	0	0.134257307870198	0.154309342030064	0	0	0.162711140837984	0	0.0941338819637952	0.0314534146783876	0.122693119934492	0.0147248491219906	0	0.013065696846371	0	0	0	0.054	0.143123718836087	1.06391634741986
TCGA.AA.A01S.01A.21R.A083.07	COAD	0	0.176670003691	0.101304780370178	0.129835395929194	0.039392875635692	0.0217481783465569	0	0.0348127794070036	0	0	0	0.0291300975936315	0.0321562125614144	0.0894851481915702	0	0.188146081842927	0.00739865696373782	0	0	0.149919789467095	0	0	0.172	0.0612530896164503	1.07019904535763
TCGA.AA.A02H.01A.01R.A089.07	COAD	0	0.0912952022928187	0.0801961197336991	0.196235689967039	0	0.118743746883078	0	0.0739364458153683	0	0	0.0547843921519334	0	0.0273932036962753	0.0435600765204055	0.0249916863972539	0.247521048650519	0.00924480162124877	0	0	0.0320975862703601	0	0	0.00800000000000001	0.242005281742055	0.987571600993675
TCGA.AA.A02F.01A.01R.A089.07	COAD	0.0819244209181151	0	0.0336157334045426	0.171783606737107	0	0.0217401050751746	0.0117507875553295	0.0246631744621839	0.0240290105480328	0	0.0289625589733837	0	0.00967250978960784	0.27016798413995	0.0569371088357401	0.182074608179833	0	0	0	0.082678391380999	0	0	0.226	0.0468317908923381	1.07756902985397
TCGA.AZ.4308.01A.01R.1410.07	COAD	0.00837554083636554	0	0.0865998935584501	0.0683475075941666	0	0.0796717726498476	0	0.119358846737184	0.0942306943909663	0	0	0.0248444093602838	0	0.203439352394154	0.0545426120718851	0.154292189539462	0	0	0	0.0839734167563805	0	0.0223237641108536	0.042	0.160092040691615	1.02492684359562
TCGA.AA.A02R.01A.01R.A00A.07	COAD	0.022007549418383	0	0.000960964498819247	0.220871659126271	0	0	0.104907262635358	0.0990861261686143	0.021061886089125	0	0.00599314490199099	0.0458706380603093	0.0345292211881048	0.0167502727879732	0.198335606130002	0.179097007373611	0.0289034254677429	0	0.0216252361536961	0	0	0	0.078	0.124476607523888	1.05540693534729
TCGA.AA.A01C.01A.01R.A00A.07	COAD	0.0629948265783012	0	0.0672127882576333	0.124252875912677	0	0.0550070013224277	0	0.180812033983345	0.00867609383534824	0	0	0.0833665865828515	0.0081054370879634	0.0667167028433775	0.0748567548501512	0.264160477287123	0	0	0	0.00383842145880129	0	0	0.038	0.173261806284761	1.02037426073958
TCGA.AA.A01D.01A.01R.A00A.07	COAD	0.00183823623085882	0.0198061722029106	0	0	0	0.0460782699191497	0	0.0380529783973649	0.0449932971866314	0	0.0293893270268159	0.0088883288682408	0	0.56955558115197	0.0109206227013721	0.150310335642832	0	0	0	0.0801668506718546	0	0	0.002	0.382270883142977	0.955069151817147
TCGA.AA.3855.01A.01R.1022.07	COAD	0.00321309792744728	0.0197977226399523	0.090487661698645	0.16731321547519	0	0.109791233173074	0.0226519092171626	0.0224694087244022	0.0934355583534377	0	0.0652737066075316	0	0.0556734168621944	0.0314564905583354	0.02244374541937	0.2005428262844	0.0164002506841487	0	0	0.0790497563747083	0	0	0.036	0.177148069602486	1.01276131866535
TCGA.AA.3815.01A.01R.1022.07	COAD	0.0441680588494858	0	0.00376633571878928	0.295260355278022	0	0	0.0279079165475028	0.0882063626934078	0.0297198233097533	0	0.0539918172499722	0.0315562480096438	0.0336101939237216	0.0437677483601975	0.0944375172472401	0.177039704470288	0.00441698072999798	0	0	0.0721509376119779	0	0	0.098	0.102977011502224	1.05729799066956
TCGA.AA.3872.01A.01R.1022.07	COAD	0.0826184393657628	0	0.00577403173224195	0.0650431962169796	0	0.0964590514995693	0	0.0907341950642006	0.0489644631883165	0	0	0.000988957665981263	0.00257610584042725	0.171584790521286	0.0530152298282149	0.229388468341037	0.00731834651856039	0	0.0348686519844975	0.105235315573889	0	0.00543075665903618	0.052	0.147429675758853	1.02806327199763
TCGA.AA.3975.01A.01R.1022.07	COAD	0	0.0528595743833889	0.0353780594042546	0.0818613387759636	0	0.0342331848936377	0.0550795141171296	0.0138528790370348	0.0562030952506177	0	0.0589290617479861	0	0.0369033007120343	0.181175993287571	0	0.302409264948462	0.00747010861198966	0.0169017648634963	0	0.0667428599664339	0	0	0.076	0.126893937887418	1.03653234336917
TCGA.AA.3952.01A.01R.1022.07	COAD	0.087699569803442	0	0.0208939507248769	0.0503715337910495	0	0.105234896220211	0	0.0700695254024317	0.0252124336392551	0	0	0.00318722070937151	0	0.107427760484646	0.0520151219794823	0.398930394135886	0	0	0	0.0271924960266624	0	0.0517650970826856	0.056	0.138138085170322	1.03562627948105
TCGA.AA.3989.01A.01R.1022.07	COAD	0.0160199477983397	0.0232103811833384	0.0556238340806867	0.187679302363169	0	0.0532186077689786	0.0202785003500451	0.0608306312689474	0.0340120719472683	0	0.0442475374171916	0.0130936023325784	0.066413656695272	0.0154492697545291	0.075912048997994	0.247056409476966	0.02141949912257	0	0	0.0655346994421256	0	0	0.054	0.147179837720597	1.02287951521597
TCGA.A6.2678.01A.01R.0821.07	COAD	0.0530826412493036	0	0.00808284508498818	0.105930508738709	0	0.133248547013684	0.0734395911870386	0.0656695419752433	0.00886037176728064	0	0	0.035599407146645	0.0159816826586127	0.0729695947473464	0.0977121120752081	0.261163912119488	0.011855151614921	0	0	0.0564040926215322	0	0	0.098	0.102992852056479	1.04382875743405
TCGA.AA.3517.01A.01R.0821.07	COAD	0.0123882464587431	0.00731359946061625	0.0604848400263103	0.0785997963686166	0.00462260517878208	0.0126140944255594	0.0598617550211217	0.0395182542910696	0.0739414420687509	0	0.0962755407731127	0	0.0571776911701701	0.183526832803573	0	0.124314177274003	0.0170720002422289	0.00602887848037102	0	0.166260245956972	0	0	0.08	0.120609698651565	1.03989028046438
TCGA.AA.3560.01A.01R.0821.07	COAD	0.0251876058790714	0	0.0464437242735863	0.0364792963329778	0	0.248498178177907	0	0.0294980556696572	0.0588293947106324	0	0.048188426025289	0	0.00540401395932842	0.0427804451794226	0.0501696258328544	0.218280426618374	0.0782761838971626	0.015162243741943	0	0.0663694669596749	0.00816029401970894	0.0222726187224103	0.114	0.0950716713988014	1.04051564304362
